외국어연수평가원,중국어듣는사람,0,"['나 저번 여름에 들음!', '빡쎄지만 수료 못한 사람은 없다고 들음!', '같이 들었던 친구한테 ㅋㅋ']"
짱깨 옹호하는 애들아 제발,"앞에서는 불쌍한 척 하면서 나는 너흴 좋아하는데 너희는 왜 날 싫어해? 같은 초등학생이 할 만한 감정적 면피성 호소로 여론 조성하다가 안 먹히니까 바로 본성 드러내 버렸지?ㅋㅋㅋ

진짜 벌레만도 못한 것들
짱깨는 근데 애초에 같은 인간으로 취급 안 하니까 뒷통수 치든 말든 당연히 그런갑다 싶어서 데미지 없긴 해
흔히 “그 나라가 나쁜 거지 사람은 잘못 없다” 라고 말하는데 그 말이 맞거든? 근데 중국에 관해서만큼은 예외야 중국은 그냥 거의 9할 이상의 확률로 중국 정부랑 중국 국민의 의견이 같아 미세먼지 때문에 한국에 죄책감 느끼는 짱깨놈들 하나도 없다고
짱깨 욕이야 다들 알고 있으니 여기까지 하도록 하고

그나저나 저기서 짱깨 농간에 놀아나서 중국을 싫어하지 않아요! 싫어하는 애들이 잘못된 거에요! 하던 애들아 너네 말인데 너넨 진짜 느끼는 거 없냐?
아무리 부모님들과 선조들이 짱깨 뒷통수 치는 거 조심해라 앞에서는 잘하는 척 하면서 다 통수친다 하시는 말씀들 다 그 쓰지도 않는 뇌수에 녹아 필터링되서 안 들은 거냐?
한국에
정치(중국머니에 잠식된 정치인들 중국에 쩔쩔맴)
경제(되도 않는 한한령으로 한국 기업 괴롭힘)
사회(방사능급 발암물질 미세먼지 한국에 투하)
문화(한복 김치 이슈, 동북공정 등)
이 외에 무수히 많은 피해들을 끼치고 있는데도 전부 오히려 우리탓으로 돌리는 짱깨놈들을 옹호하다니 망이•망소이도 씨발 와 이건 좀.. 싶을 정도의 노예 근성이 아니고서야 어떻게 그럴 수가 있냐?

진짜 짱깨 옹호 댓글 단 애들아 진지하게 니들은 짱깨한테도 이용당할 정도의 지능이라는 걸 깨닫고 제발 느끼는 게 있었으면 좋겠다 니네가 한국인임을 쪽팔리게 하지 말아라 진짜",8,"['이거근데 한국인이쓴 어그러아님?ㅋㅋ', '글쓴이가 한국인 어그로인지는 크게 중요치 않음 그렇다고 짱깨 본성이 달라지는 건 아니니까 내가 하고 싶은 말은 저기서 옹호하는 댓글이 언뜻 보기에도 10명은 넘어보이는데 걔네들한테 하는 말임', '아뭐 공감하긴함 ㅋㅋ 근데 만약 글쓴이가 진짜 중국인이었다하면 난 저런글에까지 가서 악플달진않을듯 물론 한번도 조용하고 선한중국인본적없음 ㅋㅋ', '흠 그건 맞아 나도 선뜻 먼저 나서서 욕하지는 않을 것 같긴 해 그래도 저기서 욕은 안 해도 칭찬은 하지 말아야지 중국을 옹호하고 마치 싫어하는 한국인이 잘못된 것처럼 착한 척 하며 말하는 애들이 너무 역겨워서 그랬어', '중국인들이 한국 커뮤에 엄청 침투해있음 ㅋㅋ 그냥 중궈라고 해도 믿을정도', '착짱죽짱']"
중국학대 ㅊ얘들아,성적 잘 나오고 있니.....,0,"['미정 천국 ㅋ', '에타보면 올에쁠이 많아서 잘본지도 모르겠음', '중외통 학점 따기 어려운 편인가..?']"
이런 중국인은 사랑한다,"“어디가세요?”

“시위하러 천안문 광장으로 갑니다”

“왜요?""

“제 의무니까요”",7,[]
힛게 중국인 글 댓글 개웃기네 ㅋㅋ,"당장 홍콩 시위때 외대에 붙은 대자보들 중국유학생들이 갈기갈기 찢고 짓밟고 방치한건 기억안남?
바로 학교 내에서 경험할 수 있는 일들은 무시하고 댓글로 오구오구 거리는거 개웃기네 ㅋㅋ

반일 불매 운동하는 사람들과 정부에겐 왜 이런 말 안하냐 ㅋㅋ 진짜 누군가 감정적으로 나오면 바로 공감하는 척하면서 맹목적으로 같은 나라 사람들 깎아내리고 욕하는 댓글들이 더 구역질나오는듯

비단 중국인뿐만 아니라 '난 곤란한 사람이나 동물들(고양이)에게 공감을 잘하고 다른 사람들보다 착해' 그냥 이러는 사람들 보는 거 같아서 꼴받네",47,"['내 개인적인 경험으로는 사드 핫할때 수업에서 뭐 그걸로 토론했는데 중국인 하나가 한국남자들 왜 국방을 미국에게 의존하나? 자기 나라도 못지키나? 부끄러운줄알고 사드빼야한다 ㅇㅈㄹ함 ㅋㅋㅋ', 'ㄹㅇ 거기에 위안부 화냥년 드립은 선 씨게 넘었었지', '저글 댓글 다시봐봐 글쓴이 본성나옴', ""ㅋㅋ 미개한소국놈들 김치한복 이드립은 차라리 어이없어서 자조적인지 본심인지 모르니깐 유쾌하기라도하지 내내 '상처받지말아요 힘내세요 그런말하는 사람들은 인터넷에만 있는 살아갈 가치도없는 인간쓰레기에요'"", '중국 공산당 싫어요', '시진핑 개새끼 외칠 수 있는 중국인은 싫지 않습니다 중국 동포 여러분', '익31 내 스타일', '일본은 밉지만 일본인은 밉지않다. 근데 중국은 중국인도 싫고 중국도 싫다', '와... 내가 유학가서 커뮤니티서 이런거 당했다면 정신이 아찔했을듯...유학가면 커뮤니티 안해야것다', '아니 나 일본학대인데 솔직히 거기도 반한 감정 여기만큼 더 했음 더했지 덜하진 않을거 같음', '쟤넨 당당하게 여기가 자기 나라인거처럼 행동하고 그걸 정부가 제지못하는데 단순 유학생이랑은 다르다고 생각함', '니가 유학가서 남의 대학 대자보 찢고 짓밟고 자기 나라도 못지키는 한심한 사람들 이러면서 조롱하면 당연히 커뮤니티 키면 안되겠지 ㅋㅋ']"
데이터 중국어 성적 잘주세요??,성적 잘주시는지 궁금.. 중국어 실력이 별로 안좋아서 걱정된다 빡세게 준비해야할듯 ㅠㅠ,0,['절평 때는 잘 주세요']
고려 중국어..,망했나요?? 왜 사이트 안 들어가지죠 ㅠㅠ 전화도 안 받고,0,"['아뇨!! 학원 등록하려는데 아무것도 안 돼서요ㅠㅠ', '혹시 고려중국어 번호 아시나요.?? 02 737 8255 가 맞나용..ㅠ??', '혹시 그 리우쌤이 남자분이신가용..? 그분한테 상담을 했던 것 같은데 혹시 연락 되시나요 ㅠㅠ?']"
뒷북이지만 중국인 분들이 보고 계시다면,"핫게에 올라온, 중국과 관련된 글들을 이제서야 봐서.. 뒷북 죄송합니다. 그래도 중국인분들께 꼭 하고싶은 말이 있습니다.

""중국은 가해자, 한국은 피해자"" 입니다.
당장 피해보고 있는 것 중 생각나는 것부터 말씀드리죠.

> 중국발 대기오염
> 중국 해상민병의 어자원 싹쓸이
> 중국발 바이러스
> 한한령
> 중국의 지속되는 대북지원
> 지적재산권 개무시 및 표절
> 문화자원의 약탈

동쪽 해안가에 각종 혐오시설 지어놓고, 한국이 미세먼지 갖고 중국 탓한다 하고있죠??
전세계 어장 돌아다니며 저인망 어선갖고 싹쓸이해서 당장 우리나라도 오징어부터 해서 사라지고 있죠?
코로나 바이러스, 중국이 초기대처만 잘했어도 이정도까진 아니었겠죠?
왜 계속 북한정권을 지원하고 있나요? 당신들이 지원한 것으로 군대를 꾸려나가니 자위적 차원에서 싸드 도입한 것인데 또 그걸 갖고 보복이랍시고 한한령 내렸죠?
지적재산권 무시하고 기술 약탈해서 정부보조금 받는 중국기업들은요?
중국에 진출하는 기업, 인재들, 기술 빼먹을 거만 쏠랑 빼먹고 내팽겨치죠?
그에 대해서 중국 법원이, 중국 정부가 제재한 적 있나요? 전부 한마음 짝짜꿍하고 있잖아요?
본인들이 문화대혁명이니 홍위병이니 대약진운동이니 하면서 때려부숴놓고 왜 이제와서 남의나라 전통을 자기들 것이라고 우기고, 또 그것을 대놓고 봐주나요??

그리고

오랫동안 삶의 터전이었던 앞바다를 빼앗기는 남중국해 연안 동남아 국가들은 얼마나 어이가 없을까요??

대양을 건너서까지 앞바다로 와서 어자원 싹쓸이 강탈하는 걸 보고있는 남미 해안 국가들은요??

코로나로 초토화된 유럽과 미국은요??

중국군이 휘두른 둔기에 군인들이 죽는 것을 보고있는 인도인들은요???

자기네 나라가 국제공인 계정한테서까지 합성사진으로 조롱당하는 것을 보고있는 호주는요???

전세계 중국 관광객들이 전세계에서 듣도 보도 못한 민폐를 끼치는 것은요??

중국인 여러분들이 차별받고 욕먹으면 마음 아프듯이...
우리도 코로나 걸리면 아프고 미세먼지 때문에 아프고 경치도 안좋아지고.. 자랑스러운 전통문화가 뺏길까봐 불안하고 좋아하는 식품들 값이 올라 짜증납니다.....

한국만큼 중국에 젠틀한 나라가 없습니다.

우리가 겪는 불편함과 피해에 문제의식을 가져주세요",63,"['중국 공산당의 궤멸을 기원합니다.', '중국이 민주주의 국가였다면... 한반도와 세계의 역사는 양상 자체가 달랐을텐네 아쉽다', '문제는, 억울함과 속상함을 토로할 때에는 가능한 한 알고 있는 범위 내에서의 지식을 총동원하는데, 정작 이렇게 팩트를 들이밀면 모르쇠로 일관하는 게 그네들 특징임', '중국을 싫어하는데 피해 본 역사와 문화 그 이상으로 이유가 있어야합니까. 중국 싫습니다. 중국은 불법으로 우리 문화나 방송을 가져가놓고도 머리수를 믿고 어거지로 떼를 씁니다. 이거 하나로도 화가 나는데 중국발 코로나바이러스로 인해 제 일상이 망가졌고 제 건강이 위협받습니다. 따라서 굉장히 수많은 이유로 중국이 싫습니다', '또 이 글 쓰니 말대로 우리가 중국에 피해본게 한두가지도 아니고 특히 최근 한복 태극기 김치 등 우리의 우수한 문화자원을 강탈하려고했으며 또 우리의 역사의 일부분까지 즈그네꺼라고 우기는데 어떻게 좋아합니까', '진짜 나 미세먼지 때문에 이민가고 싶을 정도임. 예전엔 한국발이라고 우기더니 연구 결과, 중국발이라는 게 나오니까 바로 아닥하는 거 보면 화가 머리 끝까지 치밀어 올라', '그리고 중국 동부 해안가에 지은 쓰레기 소각장들에서 생긴 다이옥신들 다 우리나라로 날라오고 진짜 지들 잘못 모르는 척은 세계 일류 급임', '미세먼지가 중국발이라는 증거: 한국과학기술연구원과 중국과학원이 공동으로 연구한 결과 중국발이라는 것이 밝혀짐 https://www.kist.re.kr/kist_web/?sub_num=2935&ord=0&pageNo=1&state=view&idx=3572', '중국과학원이 공동으로 한 거라서 발뺌도 못하겠다', '미세먼지가 진짜 가장 심각해 해외 나갔을 때 푸른 하늘이 너무 감동적이라고 느껴질 정도로 한국에서는 푸른 하늘 보기가 힘들어졌어 근데 중국은 모르쇠로 일관', '뭔 개소리야 알아듣게 말해;', '당장 유럽여행도 못가게 생김.. 동양인 혐오생겨서', '???: 끠이이이이잌!! 우리 초딩때 그런거 안가르쳤다규~~~~!!!', ""저는 중국'인'은 좋아합니다. 아 물론 중국'인'은 문화대혁명 때 다 돌아가셨지만요. 지금 중국땅에 있는 것들은.... 음.... 착짱죽짱^^""]"
중국대중매체,교수님이 마지막에 한줄 정리 말씀하신거 어떤건가요??,0,[]
데이터중국어,데이터중국어 사정이있어서 저번주에 시험 놓쳤는데 혹시 그때도 본책에서만 나오고 부록에서는 안나왔어??,0,['ㅇㅇ부록은 시험에도 예시정도로만 나오고 퀴즈에는 안 낸다고 하심']
왜 코로나는 중국기원은 자제하면서,영국발 변종이나 남아공발 변종은 기사에 ㅈㄴ 쓰는 거임??,46,"['중국 눈치 보는 거지', '왜겠음 ㅋㅋ', '코로나라는 말부터가 웃김 ㅋ 메르스, 아프리카 돼지열병, 스페인 독감 이런건 막쓰면서', '이미 몇몇 사람들은 우한폐렴, Kung Flu 하면서 잘 쓰고 있던데', 'WHO에 돈 많이 대줬나봐 ㅋㅋ', '심지어 스페인독감은 스페인이 발원지도 아님...', '우리도 백신 없어서 난리인데 백신 북한과 나눠야한다고 계속 주장하는 통일부장관이 더 노이해... 기사 계속 나옴 북한하고 나눠야한다고 ㅋㅋ', '지능수준이...', '엥 우한폐렴도 초반엔 우한폐렴 우한폐렴 막 하다가 중간에 바꾼거아님?', '중국 공산당 싫어요', '지금 중국이 우한폐렴 죄의식 갖지도 않규 호주 외교로 때리다가 역풍맞음. 미국, EU, 호주한테 개까이는중이더라.. 중국은 팽당할듯']"
중국비교경제,"김진형교수님꺼 알람 안왔는데 떴었네
다들 뭐나왔어??",0,"['에이쁠!', '고생했엉~~~~~~~♡', '고마워!', '비쁠.....', '고생했어♡', '저도 비쁠이요.', '고생했어 다른건 에이쁠 나올거야♡', '제로도 주시네? 허허', '채첨기준도 올려주시지... 고생했어♡', '에쁠 ㅋㅋ', '에쁠 굳♡']"
데이터중국어 쪽지시험,데이터중국어 오늘 쪽지시험 시간 다들 45초 정도였나요?? 2분이라고 적혀있었는데 저만 45초 정도였나 하구요! 들어갈때 렉이 좀 걸려서요ㅠ,0,"['저도 렉 걸렸는데 들어가니까 1:58이었어요', '그럼 2분이 맞았던 거죠??', '네', '근데 저희 퀴즈1은 채점보기 안되는거 맞아요?', '네 안되는 것 같아요!', '저번에 다 못해서 오늘 은근 긴장하고 봤는데 넘 쉬웠음', '감사합니다 ㅠㅠ']"
중국정치사상사,다들 뭐 받으셨나요...,0,"['에제..', '에제..']"
중국인 싫어하는 거 꼭 티 내야해?,.,1,"['초록 : 호감도 / 파랑 : 비호감도', '일본 개웃기네 ㅋㅋ', '코로나때문인가 ㅋㅋ', '싫어할수밖에 없음. 중국자체가 세계가 수용하는 보편적 가치에 배치되고 아시아지역 패권국가로 부상하려니 당연히 서방국가는 싫어하고 견제할 수밖에. 국제정치적 맥락은 쏙 빼고 이런 자료만 들고오는건 좀 아니라 생각', '스웨덴 개빡쳤네', '문제는 저러면 우리가 해외나갔을때 차별 오지게 받음.', '아시아 사람이면 다 중국인인줄 알고']"
난 중국인 안싫어하는데,"중국인을 싫어할 이유는 없음
족같은 짱개ㅅㄲ들을 싫어할뿐",5,"['따거...', '따으거...', 'ㅁㅊ']"
임원빈 교수님 수업,중국예술작품감상이랑 중국현당대사와문화 에이플 받으신 분 계세요? 시험 만점이셨나요?,0,"['중국예술작품 둘다 만점이었어요', '현당대사 비쁠이애요 ㅜㅜ', '저는 에젠데 ㅜㅜ 에플 컷 95인가봐요... 교수님한테 1년동안 에제 네 개 받으니까 자괴감 드네요ㅜㅜ', '전 89점', '중예작 만점 에이쁠이요']"
중국사회언어학 성적 떴다,에쁠~,0,[]
핫게에 한국인이 중국인싫어하냐고 묻는 글 있잖아,"댓글보면 아니라고 하는데
내 주위보면 다 중국인 싫어하던데..?

다들 나랑 다른 환경에 살고있는 건가?


친구들은 대학, 대중교통 등에서 중국인들에게 치여서 중국인 싫어하고
사회에서 만난 사람들은 공공시설 매너, 뉴스 등을 이유로 중국인 싫어하던데


중국인 좋아하는 사람 나밖에 없어",0,"['위선이지 뭐', '중국에서 여러가지 사고를 치긴 했고 이건 비판받을만 하지만 중국인이라고 무조건적으로 혐오하면 안 된다고 생각하는데 이게 위선?', '익명 인터넷 커뮤니티에서 뭘 바라나. 저 댓글들이 다 진심으로 하는 소리일 거란 보장은 어디 있는데?', '진심인 사람도 있을 텐데 위선이라고 치부해버리는 건 어처구니 없는 짓인 거야', '그렇긴 한데 10명 중 한 명이 진심이더라도 나머지 9명이 위선이라는 점은 변치 않아. 진실된 한 명의 가능성 때문에 나머지 모두를 위선이 아니라고 지레짐작하고 긍정적으로만 생각하는 건 너무 이상론적인 의견이야', '10명 중 9명이 위선이라는 보장은 어디 있는데?', '보장은 없어 예시일 뿐이야', 'ㅋㅋㅋㄱㅋㅋㅋ', '뭐가 웃긴데', '90%가 위선이라고 증명도 못하면서 일반화가 타당하다고 주장하는 게 웃겨서', '내가 그런 말을 했나 그리고 그런 식으로 상대의 의견을 비웃는 거 굉장히 무례한 짓이야 문명인이라면 삼가게나', '10명중 9명이 위선이면 1명 때문에 나머지를 위선 아니라고 판단하는 게 이상적이라며 근데 정작 9명이 위선이란 걸 보장할 수는 없다? 이게 웃기지', '좁은 이론에만 갇혀서 보지 말고 주변의 상황을 아울러서 보는 게 타당하지 않겠나. 그리고 그쪽이 말하는 건 그쪽 의견에도 해당하는데 왜 그건 빼놓고 말하는지?', '결국 10명중 9명이 위선일 거란 건 지레짐작일 뿐', '당연한 소리를. 진실을 모른 상태로 접근하는 게 전제인데 짐작하는 것이 당연하지 누가 확신을 한댔나', '솔직히 말해서 나도 저 댓글 보고 음 싶었어. 저 앞에서 중국인 싫어하는 게 맞다는 댓글을 다는 것도 이상하긴 하지만, 한국인들 대체로 중국인 극혐하는 건 디폴트로 깔고 가는 건 팩트니까... 한국인이라서 중국을 싫어하지만 중국은 사람이니까 당연히 싫어할 수밖에 없다는 얘기까지 나오는 곳인데ㅜ', '중국을 싫어하지만 > 일본을 싫어하지만', '중국은 싫어하는데 학교 다니는 중국인 학우를 혐오해본 적은 없어 그리고 저 개인한테 욕박을 건 아니라고 생각함 ㅠㅠㅠ외국에서 차별당해본 입장에서 안타까움 ㅠㅠㅠ', '이런 커뮤니티에 중국인 조선족이 많아서 실제 여론이 많이 왜곡되는 경향이 있음.', '근데 사실 중국인이 똥글 싸지르는 것도 아니고 그냥 나 힘들어... 너네 왜 우리 싫어해.. 이런글에 너네 개 싫어 라는 댓글 달 필요는 없다구 생각함..']"
